USER_KEY,TERRITORY,AGE,SHOOTER_SESSIONS,MOBA_SESSIONS,OPEN_WORLD_SESSIONS,OTHER_SESSIONS,SHOOTER_GAMETIME,MOBA_GAMETIME,OPEN_WORLD_GAMETIME,OTHER_GAMETIME,EUR_MONETIZED,VC_SPENT
9324842,US,46,37,17,13,18,300650,100370,68190,20751,43.41,8432
4013557,ANTARCTICA,69,0,43,0,1,0,1000270,0,322,1.85,8906
4145782,BRAZIL,25,59,61,0,36,249161,199546,0,298205,1.02,1618
1051449,RUSSIA,24,55,50,0,38,252026,200283,0,299768,0.0,1651
6482951,EUROPE,20,1,1,0,0,569,8,0,0,0.0,49
4733363,EUROPE,42,0,0,75,0,0,0,599795,0,5.13,4079
5869019,US,24,0,0,1,0,0,0,19,0,0.0,221
4884583,RUSSIA,31,40,57,0,22,248934,199338,0,301649,0.0,2981
8646873,BRAZIL,29,34,60,0,32,250721,201446,0,297680,1.49,1597
9105665,US,20,2,1,2,0,499,51,122,0,0.0,349
9376871,RUSSIA,35,50,0,1,0,1100076,0,3470,0,0.0,13369
5870158,US,18,2,0,2,0,554,0,307,0,0.0,423
8583887,EUROPE,43,0,0,68,0,0,0,599871,0,5.63,4486
9366690,RUSSIA,27,47,55,0,30,249033,200526,0,299630,0.0,3899
4480752,BRAZIL,33,50,68,0,31,251890,200479,0,299148,0.0,2008
8270794,BRAZIL,33,40,41,0,31,249979,197551,0,301909,0.55,1131
1056042,RUSSIA,23,2,0,0,0,259,0,0,0,0.0,359
4231219,BRAZIL,28,57,55,0,33,249021,202875,0,299516,0.0,1170
6372986,RUSSIA,25,43,64,0,17,250561,201699,0,299725,0.0,2161
1014195,EUROPE,45,0,0,72,0,0,0,601507,0,0.0,4530
1454546,ANTARCTICA,69,3,41,1,0,3784,1000209,1841,0,1.96,12516
8166663,BRAZIL,20,51,62,0,27,248857,199807,0,299647,0.0,1562
7237486,US,20,1,0,1,0,574,0,746,0,0.0,299
6896207,RUSSIA,31,46,64,0,38,249347,199533,0,301543,0.0,987
9512801,ASIA,24,1,1,1,0,242,330,624,0,1.84,202
7403754,RUSSIA,28,65,0,0,0,1099195,0,0,0,11.05,12712
7193761,EUROPE,35,62,0,0,0,1098191,0,0,0,4.64,12802
6369007,US,21,2,0,1,0,88,0,501,0,0.0,380
5944241,BRAZIL,33,55,54,0,29,251162,199493,0,300976,0.52,2557
3812898,BRAZIL,24,52,66,0,30,251197,200918,0,300095,0.0,3125
6170467,BRAZIL,21,59,53,0,30,249837,201938,0,300352,0.0,3083
5625444,RUSSIA,18,57,57,0,27,248888,199923,0,299976,0.0,2899
4534129,RUSSIA,24,1,0,1,0,307,0,41,0,0.0,272
4223995,US,24,0,0,2,0,0,0,305,0,1.4,330
8774782,RUSSIA,29,36,52,0,27,248889,200854,0,299215,1.53,604
6160125,ASIA,19,0,0,2,0,0,0,354,0,0.0,216
9368013,RUSSIA,30,60,0,0,0,1099648,0,0,0,24.23,13577
8904176,US,22,2,0,0,0,17,0,0,0,2.01,323
8402785,EUROPE,46,0,0,69,0,0,0,600849,0,5.62,3655
1746390,ANTARCTICA,420,1,34,0,0,73,999502,0,0,1.37,9360
9732798,RUSSIA,32,58,50,0,32,249650,200629,0,301290,1.8,1736
9192952,BRAZIL,32,53,66,0,32,250203,200303,0,299614,0.0,2734
7985988,BRAZIL,32,43,62,0,26,250434,199696,0,299832,0.0,1469
2334559,US,19,0,1,0,0,0,408,0,0,3.32,245
9024872,BRAZIL,26,58,66,0,31,249208,201151,0,299342,0.67,2160
3723182,ASIA,22,1,0,1,0,296,0,184,0,0.0,307
3369323,RUSSIA,22,0,0,0,1,0,0,0,273,0.0,299
5512591,EUROPE,18,1,0,1,0,656,0,428,0,1.4,446
7420720,BRAZIL,18,2,0,0,0,3,0,0,0,1.85,358
6384862,ANTARCTICA,69,2,43,1,1,3715,1001118,299,432,0.43,11342
4394354,RUSSIA,19,50,70,0,29,248805,198302,0,299635,0.0,1719
6466914,RUSSIA,19,2,0,0,0,566,0,0,0,0.0,269
8350483,EUROPE,22,0,0,0,1,0,0,0,135,1.24,304
4469243,US,19,2,0,1,0,740,0,47,0,1.48,270
1520591,EUROPE,35,0,0,78,0,0,0,600678,0,0.0,5003
8189735,RUSSIA,23,0,0,1,0,0,0,542,0,0.0,269
6322618,BRAZIL,18,46,72,0,26,250352,199489,0,301291,0.0,0
4317554,RUSSIA,34,50,71,0,34,250272,198334,0,301329,0.0,2453
4159403,BRAZIL,18,1,0,0,0,492,0,0,0,3.2,359
8896036,BRAZIL,29,65,61,0,31,249796,198819,0,298030,0.58,2806
3518725,US,34,0,0,56,0,0,0,602481,0,0.0,4139
1875419,BRAZIL,23,41,63,0,36,248827,200046,0,301043,0.0,1845
7473815,US,20,2,0,1,0,779,0,650,0,2.07,238
8561076,US,33,65,0,1,0,1101089,0,3119,0,5.68,13420
4488347,EUROPE,31,69,0,1,0,1101153,0,796,0,3.74,13022
3751920,US,21,1,0,1,0,320,0,734,0,1.65,250
2526084,BRAZIL,18,55,72,0,29,248473,198895,0,299711,0.0,2828
3421601,US,22,2,0,1,0,717,0,545,0,0.0,259
1113582,BRAZIL,20,52,54,0,41,249360,198262,0,300828,0.0,2113
1532305,RUSSIA,30,57,0,1,0,1098811,0,19,0,8.78,14871
3147158,RUSSIA,31,45,46,0,34,249893,200246,0,300099,0.0,1161
7783628,US,23,1,0,0,0,477,0,0,0,1.28,224
6762033,ASIA,29,55,1,0,0,1100842,2316,0,0,19.68,13576
7444998,ASIA,24,1,1,1,0,138,482,571,0,0.0,246
1340914,BRAZIL,20,54,45,0,40,250077,198647,0,299984,0.0,2764
9917352,US,36,56,1,2,0,1101128,1454,1563,0,21.07,10431
5002132,ANTARCTICA,420,0,38,1,1,0,999658,1724,874,1.9,10769
7123923,BRAZIL,22,44,59,0,36,249489,198950,0,297393,1.76,486
1511678,RUSSIA,25,59,59,0,26,249878,200745,0,299244,0.0,498
4306387,RUSSIA,22,1,0,1,0,783,0,737,0,2.38,351
5989414,EUROPE,37,26,6,9,9,298832,99506,69607,21191,48.92,7030
1957675,US,39,68,0,3,2,1099242,0,2197,12,0.0,13361
5914996,RUSSIA,18,1,1,0,0,86,310,0,0,0.0,385
1971175,US,47,28,7,13,6,301209,99348,70676,20251,68.4,5710
9978732,BRAZIL,23,50,43,0,24,249286,200878,0,299793,0.94,1373
7353749,US,23,1,0,1,0,555,0,425,0,0.0,251
8654699,US,21,1,0,0,0,395,0,0,0,1.21,394
7732223,US,28,62,0,0,2,1101483,0,0,1882,13.18,14581
8624691,BRAZIL,19,57,65,0,30,248157,201686,0,300437,0.54,3226
5130094,BRAZIL,31,60,59,0,42,251953,200323,0,300545,0.0,1872
3490498,US,18,2,0,0,0,643,0,0,0,0.0,357
7089152,BRAZIL,34,43,59,0,28,249103,200728,0,301659,0.0,1194
4788614,US,23,2,0,0,0,339,0,0,0,0.0,315
8803317,ASIA,23,0,0,2,0,0,0,611,0,0.0,342
2641511,US,18,1,0,2,0,691,0,376,0,0.0,221
5493788,EUROPE,39,0,0,80,0,0,0,598791,0,2.26,4219
8822375,EUROPE,39,0,0,67,0,0,0,598738,0,3.16,5480
3247513,EUROPE,38,0,0,73,0,0,0,600784,0,4.58,2586
5508910,BRAZIL,18,2,0,0,0,458,0,0,0,0.0,295
9670374,EUROPE,24,2,0,0,0,14,0,0,0,0.0,54
4492883,EUROPE,33,0,0,62,0,0,0,601940,0,0.0,2757
3321404,EUROPE,20,2,1,2,0,148,261,104,0,0.0,337
8243494,RUSSIA,23,40,61,0,37,248710,200399,0,301518,0.65,2026
6778858,BRAZIL,24,44,61,0,25,248961,200336,0,301343,0.83,2240
4631144,RUSSIA,27,53,61,0,33,251607,200167,0,300413,0.0,2403
8762388,BRAZIL,34,50,74,0,39,249347,197935,0,300481,0.0,2406
1359924,US,24,2,0,0,0,729,0,0,0,1.6,350
6795024,US,23,2,0,2,0,515,0,98,0,0.0,310
2279949,EUROPE,23,1,0,2,0,455,0,499,0,1.73,258
9375105,US,18,1,0,0,0,80,0,0,0,0.0,254
9714095,EUROPE,19,0,1,2,0,0,493,836,0,0.0,141
8248406,BRAZIL,20,37,49,0,24,251112,197894,0,300897,0.0,26
5223285,RUSSIA,20,2,0,0,0,117,0,0,0,1.68,374
3883509,RUSSIA,30,45,66,0,31,248912,196851,0,301447,0.0,2583
8695724,US,22,1,0,0,0,265,0,0,0,0.0,207
7619575,RUSSIA,33,31,45,0,32,250437,200060,0,300876,0.0,1601
9025080,US,21,2,1,2,0,154,259,472,0,1.95,254
2669604,RUSSIA,18,0,0,1,0,0,0,323,0,2.33,161
5355409,US,37,46,0,0,0,1099443,0,0,0,33.08,12317
4628893,US,33,0,0,67,0,0,0,599320,0,9.53,4562
6218540,EUROPE,24,0,0,0,1,0,0,0,75,0.0,336
7188933,US,22,0,0,0,1,0,0,0,5,0.0,429
3942181,BRAZIL,25,47,52,0,28,249600,200084,0,302627,0.0,2075
7403769,US,36,66,0,0,0,1100362,0,0,0,16.37,12018
7995947,EUROPE,32,62,0,0,0,1099992,0,0,0,0.0,11449
3990005,EUROPE,33,0,0,61,0,0,0,599831,0,8.09,4855
2550260,EUROPE,37,0,0,74,0,0,0,600559,0,4.47,4576
3010824,US,18,2,0,2,0,376,0,672,0,0.0,269
6790110,US,22,1,0,2,0,680,0,299,0,0.0,376
9380951,US,20,1,0,2,0,223,0,799,0,0.0,220
1042210,RUSSIA,21,51,76,0,20,252023,199644,0,300326,0.0,2095
4677194,BRAZIL,32,48,61,0,41,249691,199218,0,298681,0.0,554
6155650,US,24,0,0,2,0,0,0,632,0,0.0,314
6553928,ANTARCTICA,69,3,38,2,0,1549,1000665,1443,0,3.27,9416
1921034,BRAZIL,27,48,59,0,24,250282,197990,0,298912,0.0,3433
6367210,US,23,1,0,0,0,198,0,0,0,0.0,358
8171789,US,21,1,0,2,0,137,0,19,0,0.0,346
6963393,US,21,0,0,2,0,0,0,759,0,1.37,346
1505389,US,38,58,0,0,0,1100180,0,0,0,3.03,12338
7660520,ASIA,32,56,1,1,2,1100134,18,354,156,0.0,13745
3028047,RUSSIA,24,1,1,0,0,612,86,0,0,1.63,96
7699760,US,19,2,0,1,0,642,0,261,0,2.0,377
9965737,RUSSIA,420,3,28,0,0,2427,998870,0,0,0.92,9710
6693010,US,69,1,37,0,0,23,999211,0,0,1.53,11561
3506833,RUSSIA,29,48,47,0,34,249260,199863,0,300074,0.0,1902
7512353,EUROPE,22,1,0,1,0,38,0,833,0,0.0,294
4028895,BRAZIL,29,61,61,0,37,249959,201059,0,300452,0.0,351
8993143,US,20,0,0,0,1,0,0,0,7,0.0,346
7119278,EUROPE,18,0,1,0,0,0,422,0,0,0.0,429
3600039,EUROPE,34,0,0,77,0,0,0,598775,0,0.0,4930
2881648,EUROPE,43,0,0,75,0,0,0,599940,0,3.74,4341
6244910,EUROPE,18,2,0,0,0,118,0,0,0,0.0,200
8138686,RUSSIA,29,50,62,0,27,250373,199376,0,300038,0.71,3420
9350248,BRAZIL,20,39,56,0,32,249807,199722,0,297681,0.67,2371
9803876,BRAZIL,23,57,55,0,25,249451,197381,0,300378,0.57,2821
9669766,EUROPE,23,2,0,1,0,545,0,753,0,0.0,295
6632189,EUROPE,18,1,0,1,0,630,0,322,0,0.0,524
3767255,BRAZIL,29,53,65,0,29,249394,199624,0,298673,0.7,1143
9474168,BRAZIL,20,0,0,2,0,0,0,320,0,0.0,258
7346895,RUSSIA,23,0,0,0,1,0,0,0,355,1.89,172
5442563,EUROPE,45,0,0,54,0,0,0,599361,0,6.34,3548
9603170,ASIA,31,31,8,26,11,300194,101767,69923,20743,13.34,7295
3869886,ASIA,22,0,0,2,0,0,0,104,0,0.0,207
7090094,RUSSIA,29,48,63,0,33,250292,202056,0,298659,0.0,1757
3344760,EUROPE,37,0,0,65,0,0,0,600577,0,0.0,3426
6969223,ASIA,22,0,0,1,0,0,0,237,0,4.19,278
8863295,EUROPE,33,0,0,60,0,0,0,599009,0,0.0,5493
9405367,ASIA,24,1,0,0,0,637,0,0,0,0.0,315
5835077,US,31,29,8,20,14,300328,101420,71716,20209,30.73,7635
9404930,BRAZIL,19,47,65,0,35,248484,199480,0,302777,0.0,2448
3841170,RUSSIA,29,45,64,0,29,248633,199039,0,298614,0.0,173
4197638,BRAZIL,22,42,56,0,42,249360,199349,0,298200,0.0,2397
6513559,EUROPE,38,63,0,2,1,1101710,0,2287,1178,0.0,12214
2875587,EUROPE,21,1,0,2,0,306,0,277,0,0.0,261
8768382,BRAZIL,25,49,62,0,26,250439,200698,0,298888,0.0,2212
6922030,EUROPE,18,2,0,2,0,777,0,129,0,2.08,201
4784410,EUROPE,30,58,0,1,0,1099601,0,3753,0,0.0,11718
3888662,RUSSIA,27,51,64,0,37,249536,200047,0,298658,0.0,2806
4709009,RUSSIA,30,48,45,0,27,250392,201045,0,299725,0.79,0
8773063,ASIA,29,49,0,0,0,1100741,0,0,0,3.3,11201
3308910,US,44,0,0,62,0,0,0,601063,0,1.77,3283
7049245,BRAZIL,19,2,1,0,0,547,330,0,0,0.0,273
3028560,RUSSIA,20,2,0,0,0,409,0,0,0,2.12,362
8560180,RUSSIA,20,2,0,2,0,779,0,755,0,0.0,161
1025851,BRAZIL,25,43,61,0,24,252111,198852,0,299546,0.0,180
9039023,BRAZIL,23,0,1,2,0,0,180,814,0,1.23,356
5071278,EUROPE,20,0,0,2,0,0,0,164,0,0.0,185
4978189,ASIA,28,38,10,13,14,299979,99798,68791,21755,16.05,6969
5250630,US,21,0,0,2,0,0,0,485,0,2.87,350
6463596,BRAZIL,23,0,0,2,0,0,0,23,0,1.33,427
3868502,ANTARCTICA,69,0,44,1,0,0,1002609,591,0,0.19,10726
7156432,ASIA,21,1,0,0,0,511,0,0,0,0.0,349
9901751,EUROPE,47,0,0,79,0,0,0,599952,0,2.46,4044
6662885,ASIA,20,2,0,1,0,642,0,523,0,0.0,325
4147808,US,18,0,0,0,1,0,0,0,263,0.0,251
3923783,ANTARCTICA,69,0,33,0,0,0,1001884,0,0,1.81,8589
6515205,RUSSIA,25,48,72,0,29,251981,199683,0,299708,0.0,1813
2646810,BRAZIL,26,63,58,0,27,250743,198181,0,299522,0.0,2310
4726067,EUROPE,23,0,0,0,1,0,0,0,372,0.0,194
8684085,ANTARCTICA,69,0,36,0,0,0,1000692,0,0,0.92,9727
2207035,US,23,1,0,0,0,51,0,0,0,0.0,369
3591116,BRAZIL,22,52,55,0,24,250308,200247,0,298768,0.74,2225
6210958,BRAZIL,34,45,73,0,27,247312,198763,0,299779,0.0,1756
6591881,RUSSIA,21,2,0,2,0,567,0,760,0,0.0,335
9212772,EUROPE,24,2,0,1,0,699,0,46,0,0.0,344
6589303,ASIA,21,1,0,1,0,355,0,590,0,0.0,314
5967279,US,18,0,0,1,0,0,0,2,0,1.28,487
5787493,EUROPE,42,0,0,77,0,0,0,601276,0,1.99,1705
6312669,US,21,0,1,0,0,0,228,0,0,0.0,417
2455994,US,22,1,1,0,0,119,339,0,0,0.0,436
9700513,US,20,1,1,1,0,645,386,629,0,3.08,257
9956086,EUROPE,39,0,0,82,0,0,0,599945,0,2.76,5132
1918084,ANTARCTICA,69,0,53,0,0,0,998659,0,0,2.01,10245
9968653,BRAZIL,33,42,70,0,31,251385,200426,0,300322,0.0,1945
7517991,ASIA,19,2,0,2,0,145,0,614,0,0.0,228
3030268,BRAZIL,31,45,57,0,38,249788,201287,0,298211,0.0,4283
4238627,EUROPE,21,0,0,2,0,0,0,661,0,0.0,264
7707468,ASIA,20,2,2,0,0,215,266,0,0,0.0,436
8776126,ASIA,20,1,0,2,0,695,0,563,0,1.4,240
4370033,EUROPE,44,0,0,72,0,0,0,600903,0,3.06,2889
2323727,EUROPE,37,65,0,2,1,1100691,0,4610,637,12.72,11960
2689309,EUROPE,23,1,1,1,0,37,444,42,0,0.0,299
2029177,US,35,60,1,0,2,1100021,1506,0,678,12.12,13468
9558431,US,36,53,0,1,0,1100456,0,3370,0,13.18,12135
7241263,US,29,53,0,0,0,1099503,0,0,0,0.0,14034
5237568,ASIA,36,62,0,3,0,1101182,0,2020,0,7.47,13082
1609129,EUROPE,34,54,1,2,1,1100137,1839,1636,1127,10.85,11730
4303927,US,36,32,8,18,15,297405,98712,70896,19690,3.04,8073
7825335,EUROPE,22,1,0,0,0,410,0,0,0,0.0,268
2102620,RUSSIA,26,45,59,0,44,251124,200748,0,299748,0.0,1920
9415816,US,23,2,0,1,0,553,0,191,0,0.0,205
2984372,US,21,1,1,2,0,74,120,366,0,2.12,207
9201994,EUROPE,22,0,0,2,0,0,0,250,0,2.56,391
5834049,US,19,2,0,1,0,442,0,55,0,0.0,183
6419728,EUROPE,31,48,1,2,0,1099933,190,1650,0,0.0,13961
3046684,EUROPE,34,59,0,2,0,1099792,0,4263,0,0.0,14145
6120242,RUSSIA,25,46,65,0,36,250671,200981,0,298972,0.0,1324
2919810,EUROPE,25,28,10,24,9,301829,100751,69596,19960,88.21,7258
5622185,EUROPE,36,0,0,74,0,0,0,600567,0,0.0,3204
1610089,BRAZIL,24,2,0,0,0,141,0,0,0,1.13,332
3010539,EUROPE,38,0,0,68,0,0,0,600597,0,13.35,3499
6628872,BRAZIL,21,2,0,1,0,122,0,338,0,0.0,177
6110870,RUSSIA,28,59,56,0,29,250878,199944,0,299486,0.6,3436
1770925,ASIA,20,0,1,2,0,0,268,341,0,0.0,107
5070257,BRAZIL,26,40,57,0,30,250154,200934,0,301552,0.0,2640
5327118,BRAZIL,30,63,60,0,28,250182,200152,0,300201,0.87,826
7097776,RUSSIA,20,54,65,0,27,250541,199261,0,299508,0.0,2829
3126270,BRAZIL,26,54,82,0,31,251234,199957,0,300920,1.99,1298
4489918,US,23,2,0,0,0,615,0,0,0,0.0,466
5654862,EUROPE,20,1,0,2,0,297,0,306,0,0.0,414
8751364,RUSSIA,21,52,59,0,28,249052,199680,0,299808,1.44,2117
1765482,EUROPE,23,2,0,2,0,272,0,886,0,2.51,258
9021779,US,36,64,1,2,0,1100751,269,2579,0,4.46,13326
1064056,US,23,2,0,0,0,38,0,0,0,2.55,260
4621722,US,30,0,0,59,0,0,0,602515,0,3.59,4177
9505849,BRAZIL,23,42,46,0,31,247789,199178,0,300536,0.95,1105
3637084,ASIA,23,1,1,1,0,375,352,756,0,2.49,249
6778762,RUSSIA,33,48,52,0,38,249202,198424,0,299334,0.85,2215
8471477,US,20,2,0,1,0,168,0,540,0,3.95,111
9962798,EUROPE,22,2,0,2,0,521,0,882,0,0.0,451
7377096,EUROPE,33,62,1,3,1,1098923,423,2947,1743,0.0,12562
8065079,EUROPE,22,2,0,0,0,371,0,0,0,0.0,358
4744710,ASIA,24,0,0,1,0,0,0,182,0,1.06,469
4993652,BRAZIL,22,0,0,2,0,0,0,880,0,1.78,281
2135612,ASIA,21,2,0,2,0,530,0,318,0,0.0,244
1894949,EUROPE,18,2,0,1,0,507,0,304,0,0.0,362
9177395,US,22,2,0,1,0,36,0,680,0,0.0,206
6277182,US,20,2,0,0,0,538,0,0,0,0.0,307
9570745,EUROPE,36,25,12,31,12,300310,101569,69378,21178,25.92,5760
6487619,EUROPE,45,0,0,90,0,0,0,601232,0,2.51,4738
3032790,US,23,2,0,0,0,435,0,0,0,0.0,368
6660845,EUROPE,29,64,0,1,0,1102035,0,4231,0,7.48,12713
2894156,EUROPE,39,50,0,0,0,1099753,0,0,0,6.46,12648
2033294,EUROPE,22,2,0,1,0,484,0,36,0,0.0,289
6482719,BRAZIL,20,51,54,0,37,248920,199524,0,299727,0.0,970
6895076,ASIA,21,1,0,0,0,404,0,0,0,0.0,281
6459636,EUROPE,43,0,0,68,0,0,0,600385,0,0.0,4459
4010100,US,23,1,0,2,0,688,0,853,0,1.09,326
5091444,US,24,2,0,0,0,10,0,0,0,0.0,282
8850929,RUSSIA,26,52,43,0,29,250429,199423,0,300049,0.0,1546
6254535,EUROPE,22,2,0,2,0,11,0,863,0,1.85,339
2686043,RUSSIA,25,45,66,0,37,248666,198370,0,298868,0.56,1503
5246679,EUROPE,40,0,0,53,0,0,0,601092,0,11.33,5289
7827086,EUROPE,32,54,1,2,0,1099480,512,3709,0,10.71,13552
1772977,ASIA,21,2,0,1,0,632,0,843,0,0.0,283
7440795,RUSSIA,31,34,0,0,1,1100275,0,0,858,0.0,13434
9547427,EUROPE,37,0,0,54,0,0,0,599403,0,1.68,4173
4452864,ANTARCTICA,69,0,33,0,0,0,998985,0,0,1.73,9988
5715454,ASIA,38,51,0,1,0,1098794,0,2794,0,9.76,12682
9124479,ASIA,23,2,0,1,0,570,0,161,0,0.0,308
2588155,RUSSIA,27,65,45,0,25,248725,201800,0,299519,0.0,2934
9294493,BRAZIL,31,51,60,0,33,249602,201832,0,298740,0.0,1867
9875760,RUSSIA,27,55,52,0,29,250846,200245,0,301255,0.59,1021
9136018,BRAZIL,27,53,65,0,40,249386,199941,0,302101,0.71,3398
5445033,US,39,0,0,67,0,0,0,599365,0,18.75,4355
7738195,RUSSIA,34,44,60,0,31,249068,199768,0,298735,0.0,2078
3579242,BRAZIL,28,45,55,0,27,250461,199575,0,300836,0.0,3852
8825852,EUROPE,45,0,0,60,0,0,0,599573,0,0.0,4131
2681187,BRAZIL,23,58,65,0,28,250672,198996,0,296729,0.0,2875
3129508,EUROPE,18,2,0,1,0,195,0,624,0,0.0,353
2382493,US,47,0,0,78,0,0,0,600068,0,2.13,4551
7737467,BRAZIL,33,44,74,0,21,249413,201203,0,300667,0.0,1724
7017006,RUSSIA,22,53,64,0,31,250773,198672,0,299579,0.0,1955
7606214,ASIA,22,1,0,2,0,685,0,522,0,1.21,327
1181088,EUROPE,22,1,0,2,0,626,0,884,0,0.0,275
5816767,ASIA,23,1,0,2,0,647,0,348,0,2.23,355
3800625,US,24,2,1,0,0,505,409,0,0,1.76,295
4528681,US,38,0,0,71,0,0,0,600554,0,0.0,4390
8756881,US,21,2,0,2,0,85,0,304,0,0.0,294
4224711,BRAZIL,19,2,0,0,0,330,0,0,0,0.0,212
2755281,US,22,1,0,2,0,197,0,133,0,0.0,244
6923076,ASIA,18,0,0,0,1,0,0,0,23,1.77,215
2827408,BRAZIL,22,38,52,0,30,249507,199766,0,299712,0.0,1640
6879360,ASIA,38,55,0,0,1,1100855,0,0,165,12.07,13646
4539542,ASIA,19,1,0,2,0,178,0,353,0,1.14,447
8981667,BRAZIL,27,43,64,0,29,252453,198904,0,298443,0.0,2502
7966103,EUROPE,36,0,0,62,0,0,0,599118,0,7.32,2667
8796653,EUROPE,19,1,0,1,0,300,0,698,0,0.0,440
5536733,BRAZIL,20,2,0,2,0,350,0,542,0,0.0,341
1037245,BRAZIL,18,34,53,0,28,249539,200340,0,300120,0.0,1570
2380838,ANTARCTICA,33,1,37,1,0,2051,1001539,1544,0,2.85,9662
7530850,RUSSIA,24,2,0,1,0,152,0,370,0,1.79,307
3964168,US,29,54,0,2,0,1101940,0,2751,0,24.55,13160
7333629,EUROPE,23,2,1,0,0,110,429,0,0,0.0,157
9343802,EUROPE,46,0,0,64,0,0,0,600821,0,1.68,3547
7441934,ASIA,24,0,0,0,1,0,0,0,288,0.0,224
1953950,US,19,0,0,1,0,0,0,452,0,0.0,277
2735742,ASIA,18,1,0,0,0,604,0,0,0,2.18,236
4660551,US,30,0,0,64,0,0,0,598576,0,4.47,2430
4031716,ANTARCTICA,420,0,38,0,0,0,1000938,0,0,0.13,10558
3221294,ANTARCTICA,420,1,37,1,0,3604,999247,1114,0,2.14,9188
9985151,RUSSIA,24,38,52,0,26,248272,202024,0,299392,1.23,2746
5399080,ASIA,23,1,0,1,0,282,0,373,0,3.76,314
9126910,US,24,2,0,1,0,797,0,425,0,0.0,171
9498725,ASIA,27,36,12,15,5,300449,101431,69761,19843,16.39,7544
5632880,EUROPE,24,0,0,2,0,0,0,778,0,0.0,302
3914505,EUROPE,33,0,0,73,0,0,0,598589,0,4.25,3405
9548147,BRAZIL,18,49,61,0,38,249997,201423,0,299302,0.0,127
5648331,EUROPE,45,0,0,87,0,0,0,599039,0,0.0,3222
2879694,EUROPE,31,0,0,78,0,0,0,600475,0,0.0,4578
2344363,US,37,51,1,0,0,1097862,1116,0,0,3.98,12338
3858262,RUSSIA,22,0,0,0,1,0,0,0,43,0.0,221
4527894,RUSSIA,18,2,0,2,0,111,0,415,0,0.0,224
3576778,RUSSIA,19,41,72,0,24,251633,198281,0,298777,0.0,2847
7772832,ASIA,39,25,10,21,8,300627,98710,72035,19627,14.66,7609
4787402,RUSSIA,22,0,0,1,0,0,0,193,0,0.0,324
5928548,EUROPE,21,0,0,0,1,0,0,0,162,0.0,134
4591680,US,69,1,42,2,0,1603,997794,969,0,0.65,10652
2234705,RUSSIA,21,0,0,0,1,0,0,0,130,0.0,345
2633935,RUSSIA,18,49,62,0,29,249667,199427,0,300641,0.0,2407
2464361,BRAZIL,20,43,60,0,35,250292,200319,0,300396,0.0,1993
8126824,RUSSIA,29,62,50,0,32,249847,201016,0,301147,1.42,987
5354459,BRAZIL,32,59,57,0,34,250965,200221,0,298835,0.53,1052
8077754,EUROPE,44,0,0,74,0,0,0,600518,0,10.48,2217
4449325,EUROPE,24,2,1,2,0,361,187,856,0,0.0,260
6714146,EUROPE,18,2,0,2,0,795,0,189,0,0.0,228
6956455,BRAZIL,23,0,0,0,1,0,0,0,310,4.12,276
6663562,US,35,64,0,0,0,1099958,0,0,0,0.0,13960
8873261,BRAZIL,18,1,0,1,0,753,0,674,0,0.0,280
6494142,RUSSIA,27,31,60,0,30,249749,201251,0,300049,0.76,2481
4394380,EUROPE,20,2,0,0,0,168,0,0,0,2.0,260
5290308,ANTARCTICA,69,0,38,0,0,0,999529,0,0,1.58,8304
1283852,US,21,0,0,1,0,0,0,787,0,1.27,297
2957466,EUROPE,34,0,0,69,0,0,0,602345,0,9.22,5437
8152399,ANTARCTICA,420,0,41,1,0,0,999755,865,0,1.87,9016
8739910,BRAZIL,19,2,0,0,0,35,0,0,0,0.0,167
1960935,BRAZIL,23,1,2,1,0,755,287,161,0,2.61,394
6824369,BRAZIL,30,49,72,0,36,251396,200412,0,300488,0.68,664
5065198,US,19,2,0,0,0,712,0,0,0,0.0,416
9746032,RUSSIA,31,58,75,0,22,250931,199755,0,298041,0.0,0
9818338,US,21,0,0,1,0,0,0,563,0,0.0,267
3972286,RUSSIA,20,53,70,0,28,249393,201633,0,301015,0.0,1106
3948842,ASIA,22,2,0,1,0,695,0,651,0,1.08,146
5248113,RUSSIA,34,61,48,0,28,251114,199178,0,298241,0.0,458
6635199,BRAZIL,25,49,52,0,30,250308,199677,0,300618,0.66,2249
8230989,BRAZIL,24,47,62,0,22,249913,198978,0,301134,0.0,3516
9397349,ASIA,18,2,1,1,0,33,389,220,0,0.0,75
4123883,EUROPE,19,0,0,2,0,0,0,212,0,0.0,262
3530858,EUROPE,48,0,0,71,0,0,0,599503,0,0.0,4449
8749720,EUROPE,23,1,0,2,0,789,0,477,0,0.0,214
8841726,EUROPE,47,0,0,72,0,0,0,601584,0,2.17,4718
9152690,BRAZIL,20,51,53,0,31,248460,201229,0,298992,0.0,1908
7342123,BRAZIL,18,54,59,0,30,250632,199002,0,298788,0.0,2528
9097830,US,24,1,1,1,0,285,253,197,0,0.0,312
2937435,ANTARCTICA,69,2,38,0,1,2709,1001754,0,416,1.66,9710
4953966,US,21,1,1,1,0,393,383,841,0,0.0,355
6373675,EUROPE,30,0,0,65,0,0,0,600851,0,3.65,3657
6706920,ASIA,18,2,0,1,0,180,0,833,0,0.0,275
2278689,BRAZIL,30,40,63,0,25,250075,198659,0,300170,2.07,1211
8108221,RUSSIA,28,56,52,0,36,250320,199292,0,300025,0.0,2440
